filepath,label,split
data/image/Vegetable Images/train/Cabbage/0800.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0196.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0828.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0182.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0183.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0197.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0829.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0801.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0815.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0626.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0140.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0154.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0632.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0168.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0381.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0395.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0342.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0424.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0430.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0356.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0418.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0593.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0587.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0236.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0550.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0544.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0222.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0578.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0791.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0949.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0785.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0975.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0961.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0752.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0034.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0020.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0746.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0008.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0778.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0036.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0750.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0988.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0744.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0022.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0977.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0963.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0793.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0787.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0208.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0552.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0234.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0220.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0546.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0591.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0585.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0368.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0426.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0340.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0354.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0432.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0383.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0397.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0618.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0142.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0624.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0630.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0156.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0803.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0817.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0181.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0195.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0194.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0180.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0816.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0802.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0631.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0157.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0143.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0625.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0619.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0396.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0382.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0355.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0433.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0427.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0341.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0369.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0584.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0590.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0221.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0547.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0553.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0235.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0209.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0786.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0792.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0962.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0976.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0745.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0023.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0037.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0989.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0751.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0779.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0050.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0736.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0722.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0044.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/1400.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0078.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0093.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0939.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0087.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0911.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0905.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0534.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0252.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0246.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0520.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0508.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0291.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0285.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0440.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0326.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0332.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0454.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0468.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0483.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0497.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0124.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0642.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0656.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0130.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0118.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0681.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0859.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0695.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0865.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0871.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0870.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0864.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0694.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0858.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0680.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0119.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0657.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0131.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0125.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0643.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0496.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0482.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0469.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0333.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0455.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0441.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0327.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0284.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0290.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0509.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0247.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0521.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0535.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0253.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0904.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0910.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0938.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0086.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0092.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0079.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0723.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0045.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0051.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0737.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0047.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0721.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0735.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0053.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0709.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0084.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0090.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0906.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0912.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0523.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0245.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0251.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0537.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0279.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0286.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0292.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0457.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0331.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0325.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0443.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0319.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0494.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0480.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0133.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0655.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0899.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0641.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0127.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0669.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0696.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0682.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0872.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0866.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0867.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0873.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0683.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0697.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0668.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0640.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0898.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0126.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0132.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0654.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0481.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0495.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0318.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0324.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0442.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0456.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0330.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0293.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0287.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0278.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0250.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0536.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0522.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0244.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0913.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0907.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0091.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0085.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0708.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0734.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0052.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0046.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0720.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0718.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0724.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0042.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/1348.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0056.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0730.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0903.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0917.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0081.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0095.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0268.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0240.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0526.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0532.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0254.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0283.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0297.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0308.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/1002.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0334.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0452.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0446.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0320.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0491.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0485.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0678.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0888.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0650.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0136.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0122.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0644.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0877.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0863.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0693.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0687.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0686.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0692.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0862.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0876.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0123.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0645.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0651.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0889.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0137.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0679.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0484.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0490.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0447.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0321.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0335.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0453.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0309.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0296.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0282.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0533.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0255.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0241.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0527.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0269.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0094.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0080.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0916.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0902.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0057.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0731.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0725.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0043.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0719.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0069.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0733.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0055.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0041.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0727.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0914.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0900.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0928.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0096.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0082.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0519.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0257.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0531.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0525.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0243.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0294.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0280.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/1001.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0479.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0323.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0445.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0451.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0337.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0486.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0492.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0109.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0647.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0121.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0135.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0653.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0860.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0874.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0684.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0690.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0848.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0849.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0691.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0685.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0875.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0861.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0134.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0652.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0646.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0120.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0108.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0493.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0487.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0450.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0336.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0322.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0444.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/1000.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0478.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0281.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0295.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0524.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0242.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0256.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0530.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0518.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0083.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0097.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0901.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0915.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0040.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0726.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0732.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0054.jpg,Cabbage,train
data/image/Vegetable Images/train/Cabbage/0068.jpg,Cabbage,train
data/image/Vegetable Images/train/Broccoli/0071.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0717.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0703.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0065.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0059.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0918.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0930.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0924.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0515.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0273.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0267.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0501.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0529.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0298.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0461.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0307.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0313.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0475.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0449.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0105.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0663.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0677.jpg,Broccoli,train
data/image/Vegetable Images/train/Broccoli/0111.jpg,Broccoli,train
